DATE,Ward Code,Areas,Latitude,Longitude,Nearest Station,Elevation,Land Use Classes,Population,Road Density_m,Distance_to_water_m,Soil Type,Built_up%,True_nearest_distance_m,Rainfall_mm,Rainfall_Intensity_mm_hr,Rainfall Days Count,Rainfall_Hours,Predicted_Flood_Risk,Prediction_Confidence
2025-09-24,Ward C,Bhuleshwar,18.9537706,72.8274755,Arabian Sea,10.26407906,commercial,190000,4.776598896,4498,Sand,66.57048423,2794.0,3.3,0.1571428571428571,1,21.0,High,0.43623453
2025-09-25,Ward C,Bhuleshwar,18.9537706,72.8274755,Arabian Sea,10.26407906,commercial,190000,4.776598896,4498,Sand,66.57048423,2794.0,1.8,0.15,1,12.0,High,0.43623453
2025-09-26,Ward C,Bhuleshwar,18.9537706,72.8274755,Arabian Sea,10.26407906,commercial,190000,4.776598896,4498,Sand,66.57048423,2794.0,3.6,0.2,1,18.0,High,0.43623453
2025-09-13,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,8.5,2.4,1,14.0,High,0.62827146
2025-09-14,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,8.0,1.3,1,22.0,High,0.521255
2025-09-15,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,17.3,4.3,1,20.0,High,0.58932793
2025-09-16,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,10.0,2.4,1,22.0,High,0.62827146
2025-09-17,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,17.9,12.7,1,18.0,High,0.58932793
2025-09-18,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,15.8,4.6,1,21.0,High,0.62827146
2025-09-19,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,0.0,0.3,0,5.0,High,0.38740444
2025-09-20,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,22.1,0.9208333333333334,1,24.0,High,0.40742344
2025-09-21,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,24.3,1.0125,1,24.0,High,0.40742344
2025-09-22,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,52.2,2.1750000000000003,1,24.0,High,0.60582465
2025-09-23,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,31.9,1.3291666666666666,1,24.0,High,0.4227586
2025-09-24,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,1.5,0.1,1,15.0,High,0.434738
2025-09-25,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,1.8,0.2,1,9.0,High,0.434738
2025-09-26,Ward R/C,Borivali,19.229068,72.8573628,Dahisar/Poisar Rivers,14.47090667,residential,940000,3.14155313,1850,Sand,75.16991983,4535.0,3.0,0.2,1,15.0,High,0.434738
2025-09-13, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,11.8,3.3,1,14.0,Low,0.932575
2025-09-14, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,15.1,2.9,1,19.0,Low,0.932575
2025-09-15, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,82.8,12.7,1,19.0,Low,0.9311631
2025-09-16, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,10.6,1.3,1,20.0,Low,0.932575
2025-09-17, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,10.4,1.6,1,21.0,Low,0.932575
2025-09-18, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,18.7,3.3,1,21.0,Low,0.922852
2025-09-19, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,0.0,3.3,0,6.0,Low,0.85467666
2025-09-20, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,22.4,0.9333333333333332,1,24.0,Low,0.91094834
2025-09-21, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,23.7,0.9875,1,24.0,Low,0.91094834
2025-09-22, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,43.5,1.8125,1,24.0,Low,0.9239704
2025-09-23, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,29.8,1.3545454545454545,1,22.0,Low,0.9144951
2025-09-24, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,3.3,0.1571428571428571,1,21.0,Low,0.932575
2025-09-25, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,1.8,0.15,1,12.0,Low,0.932575
2025-09-26, Ward E,Byculla,18.9766219,72.8327936,Arabian Sea,10.48046154,commercial,420000,3.644874745,3246,Clay,62.42979292,5051.0,3.6,0.2,1,18.0,Low,0.932575
2025-09-13,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,12.7,3.5,1,17.0,High,0.7084917
2025-09-14,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,12.2,2.8,1,22.0,High,0.7084917
2025-09-15,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,65.5,10.6,1,18.0,High,0.7182301
2025-09-16,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,5.2,0.9,1,23.0,High,0.61933756
2025-09-17,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,25.7,14.8,1,21.0,High,0.70502853
2025-09-18,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,10.4,1.9,1,21.0,High,0.67335695
2025-09-19,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,0.0,0.7,0,3.0,High,0.5101357
2025-09-20,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,22.4,0.9333333333333332,1,24.0,High,0.66137165
2025-09-21,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,23.7,0.9875,1,24.0,High,0.66137165
2025-09-22,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,43.5,1.8125,1,24.0,High,0.65798783
2025-09-23,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,29.8,1.3545454545454545,1,22.0,High,0.66210085
2025-09-24,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,3.3,0.1571428571428571,1,21.0,High,0.51705486
2025-09-25,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,1.8,0.15,1,12.0,High,0.51705486
2025-09-26,Ward L,CST Road Nullah,19.0813,72.8711,Chembur Nalla,5.0,"commercial, residential, mixed_use",690000,30.32,11,Urban,90.0,527.19,3.6,0.2,1,18.0,High,0.51705486
2025-09-13,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,11.8,3.3,1,14.0,Moderate,0.78653437
2025-09-14,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,15.1,2.9,1,19.0,Moderate,0.78653437
2025-09-15,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,82.8,12.7,1,19.0,Moderate,0.7854453
2025-09-16,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,10.6,1.3,1,20.0,Moderate,0.80911106
2025-09-17,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,10.4,1.6,1,21.0,Moderate,0.80911106
2025-09-18,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,18.7,3.3,1,21.0,Moderate,0.8198675
2025-09-19,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,0.0,3.3,0,6.0,Moderate,0.802452
2025-09-20,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,22.4,0.9333333333333332,1,24.0,Moderate,0.8619116
2025-09-21,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,23.7,0.9875,1,24.0,Moderate,0.8619116
2025-09-22,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,43.5,1.8125,1,24.0,Moderate,0.8433463
2025-09-23,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,29.8,1.3545454545454545,1,22.0,Moderate,0.85704184
2025-09-24,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,3.3,0.1571428571428571,1,21.0,Moderate,0.79852074
2025-09-25,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,1.8,0.15,1,12.0,Moderate,0.79852074
2025-09-26,Ward C,CST Subway (near St. Xavier's),18.9472,72.8272,Arabian Sea ,11.0,"transport, education, mixed_use",190000,23.89,11,Urban,90.0,1330.99,3.6,0.2,1,18.0,Moderate,0.79852074
2025-09-13,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,11.8,3.3,1,14.0,High,0.6498948
2025-09-14,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,15.1,2.9,1,19.0,High,0.6498948
2025-09-15,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,82.8,12.7,1,19.0,High,0.68447995
2025-09-16,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,10.6,1.3,1,20.0,High,0.5096394
2025-09-17,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,10.4,1.6,1,21.0,High,0.5096394
2025-09-18,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,18.7,3.3,1,21.0,High,0.606044
2025-09-19,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,0.0,3.3,0,6.0,High,0.4397229
2025-09-20,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,22.4,0.9333333333333332,1,24.0,High,0.38279945
2025-09-21,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,23.7,0.9875,1,24.0,High,0.38279945
2025-09-22,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,43.5,1.8125,1,24.0,High,0.41703296
2025-09-23,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,29.8,1.3545454545454545,1,22.0,High,0.39288822
2025-09-24,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,3.3,0.1571428571428571,1,21.0,High,0.38792288
2025-09-25,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,1.8,0.15,1,12.0,High,0.38792288
2025-09-26,Ward B,Carnac Bunder underpass,18.9519,72.8356,Arabian Sea ,16.0,"transport, residential, commercial",195000,38.77,7,Sandy,90.0,1618.19,3.6,0.2,1,18.0,High,0.38792288
2025-09-13,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,10.7,2.8,1,17.0,High,0.68774515
2025-09-14,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,14.2,2.8,1,22.0,High,0.68774515
2025-09-15,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,56.1,8.9,1,18.0,High,0.6925335
2025-09-16,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,14.5,7.3,1,22.0,High,0.68774515
2025-09-17,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,22.3,13.7,1,22.0,High,0.6837559
2025-09-18,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,16.0,3.9,1,21.0,High,0.68774515
2025-09-19,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,0.0,0.1,0,4.0,High,0.42143884
2025-09-20,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,22.4,0.9333333333333332,1,24.0,High,0.6436555
2025-09-21,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,23.7,0.9875,1,24.0,High,0.6436555
2025-09-22,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,43.5,1.8125,1,24.0,High,0.64009017
2025-09-23,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,29.8,1.3545454545454545,1,22.0,High,0.644349
2025-09-24,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,3.3,0.1571428571428571,1,21.0,High,0.52660227
2025-09-25,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,1.8,0.15,1,12.0,High,0.52660227
2025-09-26,Ward M/W,Chembur,19.054818,72.8979713,Mahul Creek / Thane Creek,5.590236849,commercial,580000,3.778120882,2983,Urban,75.00629293,3066.0,3.6,0.2,1,18.0,High,0.52660227
2025-09-13,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,10.7,2.8,1,17.0,High,0.65514666
2025-09-14,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,14.2,2.8,1,22.0,High,0.65514666
2025-09-15,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,56.1,8.9,1,18.0,High,0.6920186
2025-09-16,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,14.5,7.3,1,22.0,High,0.65514666
2025-09-17,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,22.3,13.7,1,22.0,High,0.613098
2025-09-18,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,16.0,3.9,1,21.0,High,0.65514666
2025-09-19,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,0.0,0.1,0,4.0,Moderate,0.49055895
2025-09-20,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,22.4,0.9333333333333332,1,24.0,High,0.40290833
2025-09-21,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,23.7,0.9875,1,24.0,High,0.40290833
2025-09-22,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,43.5,1.8125,1,24.0,High,0.43542266
2025-09-23,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,29.8,1.3545454545454545,1,22.0,High,0.41263184
2025-09-24,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,3.3,0.1571428571428571,1,21.0,High,0.41996068
2025-09-25,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,1.8,0.15,1,12.0,High,0.41996068
2025-09-26,Ward M/E,Chembur East Bus Depot,19.0524,72.9005,Wadala Nalla,13.0,"transport, mixed_use",580000,Error: Graph contains no edges.,14,Urban,90.0,1166.33,3.6,0.2,1,18.0,High,0.41996068
2025-09-13,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,11.8,3.3,1,14.0,High,0.7211089
2025-09-14,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,15.1,2.9,1,19.0,High,0.7211089
2025-09-15,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,82.8,12.7,1,19.0,High,0.70735466
2025-09-16,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,10.6,1.3,1,20.0,High,0.7288654
2025-09-17,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,10.4,1.6,1,21.0,High,0.7288654
2025-09-18,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,18.7,3.3,1,21.0,High,0.71407604
2025-09-19,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,0.0,3.3,0,6.0,High,0.5648149
2025-09-20,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,20.0,0.8333333333333334,1,24.0,High,0.7283018
2025-09-21,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,22.4,0.9333333333333332,1,24.0,High,0.7283018
2025-09-22,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,33.1,1.5761904761904764,1,21.0,High,0.7231752
2025-09-23,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,18.1,0.8227272727272728,1,22.0,High,0.7283018
2025-09-24,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,2.7,0.18,1,15.0,High,0.45649248
2025-09-25,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,2.4,0.1999999999999999,1,12.0,High,0.45649248
2025-09-26,Ward A,Colaba Causeway,18.9151,72.8141,Arabian Sea ,6.0,"commercial, mixed_use",185000,4.3,9,Urban,90.0,3921.69,3.9,0.2166666666666666,1,18.0,High,0.45649248
2025-09-13,Ward K/W,DN Nagar Metro area,19.136,72.8314,Oshiwara River,9.0,"transport, mixed_use",900000,24.04,2,Urban,90.0,930.15,10.6,2.2,1,16.0,High,0.68824935
2025-09-14,Ward K/W,DN Nagar Metro area,19.136,72.8314,Oshiwara River,9.0,"transport, mixed_use",900000,24.04,2,Urban,90.0,930.15,12.1,2.6,1,21.0,High,0.68824935
2025-09-15,Ward K/W,DN Nagar Metro area,19.136,72.8314,Oshiwara River,9.0,"transport, mixed_use",900000,24.04,2,Urban,90.0,930.15,29.1,5.0,1,17.0,High,0.6864133
2025-09-16,Ward K/W,DN Nagar Metro area,19.136,72.8314,Oshiwara River,9.0,"transport, mixed_use",900000,24.04,2,Urban,90.0,930.15,6.6,2.4,1,20.0,High,0.6596769
2025-09-17,Ward K/W,DN Nagar Metro area,19.136,72.8314,Oshiwara River,9.0,"transport, mixed_use",900000,24.04,2,Urban,90.0,930.15,27.8,19.8,1,23.0,High,0.6864133
2025-09-18,Ward K/W,DN Nagar Metro area,19.136,72.8314,Oshiwara River,9.0,"transport, mixed_use",900000,24.04,2,Urban,90.0,930.15,14.8,3.1,1,22.0,High,0.68824935
2025-09-19,Ward K/W,DN Nagar Metro area,19.136,72.8314,Oshiwara River,9.0,"transport, mixed_use",900000,24.04,2,Urban,90.0,930.15,0.0,0.1,0,2.0,Moderate,0.41698694
2025-09-20,Ward K/W,DN Nagar Metro area,19.136,72.8314,Oshiwara River,9.0,"transport, mixed_use",900000,24.04,2,Urban,90.0,930.15,22.4,0.9333333333333332,1,24.0,High,0.6224844
